,Candidate Name,Party,Criminal Cases,Education,Age,Assets,Liabilities,District,Election,EduRank
16,B D Devassy,CPI(M),0,10th Pass,65,"Rs 53,29,534 ~ 53 Lacs+","Rs 7,30,000 ~ 7 Lacs+",THRISSUR,Kerala2016,0
17,Babu T. V.,Bharath Dharma Jana Sena,3,10th Pass,59,"Rs 18,34,791 ~ 18 Lacs+","Rs 6,34,000 ~ 6 Lacs+",THRISSUR,Kerala2016,0
18,Biju,IND,1,8th Pass,41,"Rs 54,000 ~ 54 Thou+","Rs 9,58,000 ~ 9 Lacs+",THRISSUR,Kerala2016,0
19,C P John,Communist Marxist Party Kerala State Committe,2,Graduate Professional,59,"Rs 1,17,65,197 ~ 1 Crore+","Rs 10,93,439 ~ 10 Lacs+",THRISSUR,Kerala2016,0
20,C Raveendranathan,CPI(M),2,Post Graduate,60,"Rs 1,14,33,822 ~ 1 Crore+","Rs 6,58,818 ~ 6 Lacs+",THRISSUR,Kerala2016,0
21,C S Krishnakumar,SUCI(C),0,Not Given,38,"Rs 5,46,500 ~ 5 Lacs+",Rs 0 ~,THRISSUR,Kerala2016,0
22,C.v. Premarajan,SUCI(C),0,10th Pass,48,"Rs 10,38,109 ~ 10 Lacs+","Rs 1,50,000 ~ 1 Lacs+",THRISSUR,Kerala2016,0
23,Chandran,IND,1,Graduate Professional,64,"Rs 95,14,600 ~ 95 Lacs+",Rs 0 ~,THRISSUR,Kerala2016,0
24,Dasan,INC,1,Graduate,56,"Rs 31,60,100 ~ 31 Lacs+","Rs 3,91,282 ~ 3 Lacs+",THRISSUR,Kerala2016,7
25,Dr. Antony J Maliakkal,IND,0,Graduate,82,"Rs 2,23,87,436 ~ 2 Crore+",Rs 0 ~,THRISSUR,Kerala2016,7
26,E T Taison Master,CPI,0,12th Pass,51,"Rs 47,48,512 ~ 47 Lacs+","Rs 2,00,000 ~ 2 Lacs+",THRISSUR,Kerala2016,0
27,Gaddafi A K,SDPI,0,Not Given,34,"Rs 25,02,000 ~ 25 Lacs+","Rs 2,90,000 ~ 2 Lacs+",THRISSUR,Kerala2016,0
28,Geetha,CPI,1,12th Pass,42,"Rs 58,08,871 ~ 58 Lacs+","Rs 16,53,832 ~ 16 Lacs+",THRISSUR,Kerala2016,0
29,Hussair K K,SDPI,3,10th Pass,41,"Rs 1,44,46,000 ~ 1 Crore+","Rs 2,01,00,000 ~ 2 Crore+",THRISSUR,Kerala2016,0
30,Jayan,CPI(ML) Red Star,2,12th Pass,49,"Rs 15,000 ~ 15 Thou+",Rs 0 ~,THRISSUR,Kerala2016,0
31,Jijo,IND,3,Graduate,45,"Rs 2,86,200 ~ 2 Lacs+","Rs 29,00,000 ~ 29 Lacs+",THRISSUR,Kerala2016,7
32,Jileef,SDPI,0,10th Pass,35,"Rs 3,25,000 ~ 3 Lacs+","Rs 80,000 ~ 80 Thou+",THRISSUR,Kerala2016,0
33,Joshy Kumar K V,IND,0,12th Pass,59,"Rs 1,02,15,700 ~ 1 Crore+",Rs 0 ~,THRISSUR,Kerala2016,0
34,K H Mohammed Rafeek,Socialistic Democratic Party,1,10th Pass,45,"Rs 5,40,000 ~ 5 Lacs+",Rs 0 ~,THRISSUR,Kerala2016,0
35,K K Shajahan,Welfare Party Of India,2,8th Pass,42,"Rs 6,30,000 ~ 6 Lacs+","Rs 1,20,000 ~ 1 Lacs+",THRISSUR,Kerala2016,0
36,K P Dhanapalan,INC,1,Graduate,66,"Rs 1,26,46,428 ~ 1 Crore+",Rs 0 ~,THRISSUR,Kerala2016,7
37,K. G. Rajan,IND,0,8th Pass,63,"Rs 3,09,486 ~ 3 Lacs+","Rs 2,43,000 ~ 2 Lacs+",THRISSUR,Kerala2016,0
38,K.g.mohanan,Welfare Party Of India,0,10th Pass,58,"Rs 18,44,442 ~ 18 Lacs+","Rs 55,250 ~ 55 Thou+",THRISSUR,Kerala2016,0
39,K.v. Abdul Khader,CPI(M),0,10th Pass,52,"Rs 34,37,618 ~ 34 Lacs+","Rs 3,69,785 ~ 3 Lacs+",THRISSUR,Kerala2016,0
40,M P Vincent,INC,1,Graduate,52,"Rs 1,76,38,038 ~ 1 Crore+","Rs 8,96,923 ~ 8 Lacs+",THRISSUR,Kerala2016,7
41,Majeed Mullakara,Peoples Democratic Party,0,10th Pass,48,"Rs 19,68,597 ~ 19 Lacs+","Rs 60,000 ~ 60 Thou+",THRISSUR,Kerala2016,0
42,Manaf A K,SDPI,0,8th Pass,51,"Rs 17,83,000 ~ 17 Lacs+","Rs 1,00,000 ~ 1 Lacs+",THRISSUR,Kerala2016,0
43,Mary Thomas,CPI(M),3,Graduate,57,"Rs 3,31,57,244 ~ 3 Crore+",Rs 0 ~,THRISSUR,Kerala2016,7
44,Moidutty,Peoples Democratic Party,0,Literate,48,"Rs 1,04,32,972 ~ 1 Crore+","Rs 1,84,792 ~ 1 Lacs+",THRISSUR,Kerala2016,2
45,Muhammed Navas M T,Revolutionary Socialist Party,0,Post Graduate,30,"Rs 51,098 ~ 51 Thou+","Rs 17,600 ~ 17 Thou+",THRISSUR,Kerala2016,0
46,Muhammed Rasheed,Peoples Democratic Party,0,10th Pass,62,"Rs 55,33,811 ~ 55 Lacs+",Rs 0 ~,THRISSUR,Kerala2016,0
47,Murali,CPI(M),2,Graduate,65,"Rs 17,65,737 ~ 17 Lacs+","Rs 7,83,000 ~ 7 Lacs+",THRISSUR,Kerala2016,7
48,N D Venu,CPI(ML) Red Star,0,10th Pass,42,"Rs 2,000 ~ 2 Thou+",Rs 0 ~,THRISSUR,Kerala2016,0
49,Ninu K. B.,IND,0,12th Pass,26,"Rs 59,694 ~ 59 Thou+",Rs 0 ~,THRISSUR,Kerala2016,0
50,P A Kuttappan,IND,0,5th Pass,59,"Rs 27,58,000 ~ 27 Lacs+","Rs 5,20,000 ~ 5 Lacs+",THRISSUR,Kerala2016,0
51,P.k. Santhosh (lala),Bharath Dharma Jana Sena,1,8th Pass,44,"Rs 95,94,269 ~ 95 Lacs+","Rs 14,90,000 ~ 14 Lacs+",THRISSUR,Kerala2016,0
52,P.r. Siyad,SDPI,2,10th Pass,40,"Rs 6,03,977 ~ 6 Lacs+",Rs 0 ~,THRISSUR,Kerala2016,0
53,Padmaja Venugopal,INC,0,Graduate,55,"Rs 17,92,15,718 ~ 17 Crore+",Rs 0 ~,THRISSUR,Kerala2016,7
54,Parameswaran,BJP,5,12th Pass,47,"Rs 70,51,958 ~ 70 Lacs+","Rs 30,00,000 ~ 30 Lacs+",THRISSUR,Kerala2016,0
55,Pradeepan M,SUCI(C),4,Post Graduate,42,"Rs 1,26,686 ~ 1 Lacs+",Rs 0 ~,THRISSUR,Kerala2016,0
56,Prof. K.u. Arunan,CPI(M),0,Post Graduate,68,"Rs 2,34,73,411 ~ 2 Crore+","Rs 7,14,000 ~ 7 Lacs+",THRISSUR,Kerala2016,0
57,Radhakrishnan,INC,0,Graduate,62,"Rs 2,86,62,024 ~ 2 Crore+","Rs 1,50,000 ~ 1 Lacs+",THRISSUR,Kerala2016,7
58,Radhakrishnan,BJP,0,Graduate,55,"Rs 95,37,358 ~ 95 Lacs+","Rs 51,25,000 ~ 51 Lacs+",THRISSUR,Kerala2016,7
59,Radhakrishnan C K,IND,0,Graduate Professional,45,"Rs 2,25,750 ~ 2 Lacs+","Rs 3,17,000 ~ 3 Lacs+",THRISSUR,Kerala2016,0
60,Rajan,IND,0,10th Pass,63,"Rs 1,50,91,708 ~ 1 Crore+","Rs 2,48,500 ~ 2 Lacs+",THRISSUR,Kerala2016,0
61,Raji,Peoples Democratic Party,0,Graduate,43,"Rs 48,82,191 ~ 48 Lacs+","Rs 63,900 ~ 63 Thou+",THRISSUR,Kerala2016,7
62,S T Paramasivan,IND,0,10th Pass,56,"Rs 46,73,110 ~ 46 Lacs+",Rs 0 ~,THRISSUR,Kerala2016,0
63,Sabira,IND,0,10th Pass,58,"Rs 4,17,85,461 ~ 4 Crore+","Rs 1,70,000 ~ 1 Lacs+",THRISSUR,Kerala2016,0
64,Sadikkali,IUML,1,Graduate Professional,45,"Rs 22,33,285 ~ 22 Lacs+","Rs 2,70,000 ~ 2 Lacs+",THRISSUR,Kerala2016,0
65,Sajimon Manjamattam,CPI(ML) Red Star,2,10th Pass,47,"Rs 36,04,000 ~ 36 Lacs+","Rs 5,00,000 ~ 5 Lacs+",THRISSUR,Kerala2016,0
66,Sangeetha,Bharath Dharma Jana Sena,0,Graduate Professional,39,"Rs 3,78,86,634 ~ 3 Crore+","Rs 32,00,000 ~ 32 Lacs+",THRISSUR,Kerala2016,0
67,Santhakumari K V,Indian Gandhiyan Party,0,Graduate,56,"Rs 31,100 ~ 31 Thou+",Rs 0 ~,THRISSUR,Kerala2016,7
68,Santhosh,BSP,0,10th Pass,48,"Rs 20,10,600 ~ 20 Lacs+","Rs 33,00,000 ~ 33 Lacs+",THRISSUR,Kerala2016,0
69,Santhosh Polakulath,SHS,0,10th Pass,47,"Rs 21,85,161 ~ 21 Lacs+",Rs 0 ~,THRISSUR,Kerala2016,0
70,Santhosh.i.k,IND,0,10th Pass,40,"Rs 24,64,444 ~ 24 Lacs+","Rs 14,09,454 ~ 14 Lacs+",THRISSUR,Kerala2016,0
71,Schariachan P C,IND,0,8th Pass,52,"Rs 1,04,000 ~ 1 Lacs+",Rs 0 ~,THRISSUR,Kerala2016,0
72,Shaji Kurian Pananghat,IND,0,Others,50,"Rs 27,28,334 ~ 27 Lacs+","Rs 11,28,042 ~ 11 Lacs+",THRISSUR,Kerala2016,0
73,Shajumon P P,BJP,0,12th Pass,42,"Rs 14,81,689 ~ 14 Lacs+",Rs 0 ~,THRISSUR,Kerala2016,0
74,Sivadas,Indian Gandhiyan Party,0,10th Pass,69,"Rs 18,91,000 ~ 18 Lacs+",Rs 0 ~,THRISSUR,Kerala2016,0
75,Soman Pillai,IND,0,Literate,64,Rs 500 ~ 5 Hund+,Rs 0 ~,THRISSUR,Kerala2016,2
76,Subramanian,BSP,0,Graduate,65,"Rs 67,79,521 ~ 67 Lacs+","Rs 5,40,000 ~ 5 Lacs+",THRISSUR,Kerala2016,7
77,Subramanian,BSP,0,8th Pass,58,"Rs 3,19,250 ~ 3 Lacs+",Rs 0 ~,THRISSUR,Kerala2016,0
78,Sulaiman,Peoples Democratic Party,0,10th Pass,56,"Rs 26,58,720 ~ 26 Lacs+","Rs 1,71,468 ~ 1 Lacs+",THRISSUR,Kerala2016,0
79,Sundaran Kunnathully,INC,0,10th Pass,50,"Rs 1,10,21,636 ~ 1 Crore+","Rs 36,25,765 ~ 36 Lacs+",THRISSUR,Kerala2016,0
80,T.k.prasad,IND,2,10th Pass,48,"Rs 35,76,770 ~ 35 Lacs+","Rs 5,40,500 ~ 5 Lacs+",THRISSUR,Kerala2016,0
81,Thulasi,INC,0,Post Graduate,43,"Rs 37,20,143 ~ 37 Lacs+","Rs 19,47,700 ~ 19 Lacs+",THRISSUR,Kerala2016,0
82,U R Pradeep,CPI(M),1,Graduate Professional,42,"Rs 22,56,113 ~ 22 Lacs+",Rs 0 ~,THRISSUR,Kerala2016,0
83,Ullas Babu,BJP,0,Graduate Professional,34,"Rs 1,38,53,256 ~ 1 Crore+","Rs 83,93,723 ~ 83 Lacs+",THRISSUR,Kerala2016,0
84,Unnikrishnan,Bharath Dharma Jana Sena,1,10th Pass,48,"Rs 52,13,720 ~ 52 Lacs+",Rs 0 ~,THRISSUR,Kerala2016,0
85,Unnikrishnan P S,SP,1,10th Pass,50,"Rs 17,00,900 ~ 17 Lacs+","Rs 50,000 ~ 50 Thou+",THRISSUR,Kerala2016,0
86,Unnikrishnan Thashnath,Bharath Dharma Jana Sena,0,Post Graduate,49,"Rs 8,30,95,242 ~ 8 Crore+","Rs 23,49,082 ~ 23 Lacs+",THRISSUR,Kerala2016,0
87,V R Sunilkumar,CPI,1,Graduate Professional,47,"Rs 2,10,08,295 ~ 2 Crore+","Rs 16,08,748 ~ 16 Lacs+",THRISSUR,Kerala2016,0
88,V S Sunilkumar,CPI,2,Graduate Professional,46,"Rs 25,24,900 ~ 25 Lacs+","Rs 7,04,800 ~ 7 Lacs+",THRISSUR,Kerala2016,0
89,V. N. Asokan,IND,0,10th Pass,58,"Rs 21,26,000 ~ 21 Lacs+",Rs 0 ~,THRISSUR,Kerala2016,0
90,V.k. Sasi,IND,0,10th Pass,43,"Rs 7,93,031 ~ 7 Lacs+","Rs 2,00,000 ~ 2 Lacs+",THRISSUR,Kerala2016,0
91,Vijayan.c.v,IND,1,12th Pass,47,"Rs 10,000 ~ 10 Thou+",Rs 0 ~,THRISSUR,Kerala2016,0
92,Vincent M D.,IND,0,8th Pass,62,"Rs 7,26,500 ~ 7 Lacs+","Rs 1,00,000 ~ 1 Lacs+",THRISSUR,Kerala2016,0
0,Adv. K A Ayoob,SDPI,0,Graduate Professional,40,"Rs 18,06,000 ~ 18 Lacs+","Rs 5,00,000 ~ 5 Lacs+",WAYANAD,Kerala2016,0
1,Annan Madakkimala,BSP,0,5th Pass,59,"Rs 7,01,100 ~ 7 Lacs+",Rs 0 ~,WAYANAD,Kerala2016,0
2,Balakrishnan,IND,0,8th Pass,48,"Rs 11,84,881 ~ 11 Lacs+","Rs 53,630 ~ 53 Thou+",WAYANAD,Kerala2016,0
3,C K Janu,IND,4,Illiterate,43,"Rs 7,10,650 ~ 7 Lacs+","Rs 1,82,000 ~ 1 Lacs+",WAYANAD,Kerala2016,1
4,C K Saseendran,CPI(M),18,Graduate,58,"Rs 31,98,223 ~ 31 Lacs+","Rs 8,84,577 ~ 8 Lacs+",WAYANAD,Kerala2016,7
5,I C Balakrishnan,INC,1,8th Pass,41,"Rs 20,12,806 ~ 20 Lacs+","Rs 3,98,636 ~ 3 Lacs+",WAYANAD,Kerala2016,0
6,Joseph Ambalavayal,Welfare Party Of India,2,Graduate,42,"Rs 8,78,000 ~ 8 Lacs+","Rs 3,00,000 ~ 3 Lacs+",WAYANAD,Kerala2016,7
7,K K Vasu,SP,2,5th Pass,57,"Rs 1,52,700 ~ 1 Lacs+","Rs 50,000 ~ 50 Thou+",WAYANAD,Kerala2016,0
8,K Mohandas,BJP,1,8th Pass,37,"Rs 8,50,549 ~ 8 Lacs+","Rs 3,16,022 ~ 3 Lacs+",WAYANAD,Kerala2016,0
9,K Sadanandan,BJP,3,12th Pass,62,"Rs 1,31,47,150 ~ 1 Crore+","Rs 8,00,000 ~ 8 Lacs+",WAYANAD,Kerala2016,0
10,Kelu Chayimmal,IND,0,8th Pass,50,"Rs 41,636 ~ 41 Thou+",Rs 0 ~,WAYANAD,Kerala2016,0
11,Kelu Kolliyil,IND,0,5th Pass,62,Rs 100 ~ 1 Hund+,Rs 0 ~,WAYANAD,Kerala2016,0
12,Lakshmi,IND,0,5th Pass,47,"Rs 2,73,208 ~ 2 Lacs+","Rs 10,000 ~ 10 Thou+",WAYANAD,Kerala2016,0
13,M.v Shreyams Kumar,JD(U),1,Others,49,"Rs 23,35,75,147 ~ 23 Crore+","Rs 2,83,37,976 ~ 2 Crore+",WAYANAD,Kerala2016,0
14,Madayi Latheef,IND,0,8th Pass,50,"Rs 21,52,145 ~ 21 Lacs+","Rs 2,40,000 ~ 2 Lacs+",WAYANAD,Kerala2016,0
15,Moideen Chembothara,IND,0,5th Pass,47,"Rs 10,60,000 ~ 10 Lacs+",Rs 0 ~,WAYANAD,Kerala2016,0
16,Mukundan Cheengeri,BSP,0,8th Pass,74,"Rs 25,25,114 ~ 25 Lacs+",Rs 0 ~,WAYANAD,Kerala2016,0
17,Nittamani K Kunhiraman,IND,0,5th Pass,50,"Rs 13,85,000 ~ 13 Lacs+","Rs 1,30,000 ~ 1 Lacs+",WAYANAD,Kerala2016,0
18,O R Kelu,CPI(M),2,8th Pass,46,"Rs 8,93,183 ~ 8 Lacs+","Rs 3,15,283 ~ 3 Lacs+",WAYANAD,Kerala2016,0
19,P K Jayalakshmi,INC,3,Graduate,35,"Rs 34,26,210 ~ 34 Lacs+",Rs 0 ~,WAYANAD,Kerala2016,7
20,Rugmini Subrahmanian,CPI(M),2,10th Pass,44,"Rs 13,01,280 ~ 13 Lacs+","Rs 2,31,500 ~ 2 Lacs+",WAYANAD,Kerala2016,0
21,Sandhya N M,IND,0,12th Pass,30,Nil,"Rs 51,194 ~ 51 Thou+",WAYANAD,Kerala2016,0
22,Soman P N,SDPI,0,8th Pass,58,"Rs 10,06,995 ~ 10 Lacs+","Rs 1,00,000 ~ 1 Lacs+",WAYANAD,Kerala2016,0
23,Sreyams Kumar Anjana House,IND,0,8th Pass,53,"Rs 60,71,411 ~ 60 Lacs+","Rs 7,00,000 ~ 7 Lacs+",WAYANAD,Kerala2016,0
24,Sujayakumar,CPI(ML) Red Star,0,10th Pass,48,"Rs 28,80,000 ~ 28 Lacs+",Rs 0 ~,WAYANAD,Kerala2016,0
25,T R Sreedharan,SUCI(C),0,Illiterate,64,"Rs 7,500 ~ 7 Thou+",Rs 0 ~,WAYANAD,Kerala2016,1
26,Usha K,IND,0,8th Pass,42,"Rs 12,20,547 ~ 12 Lacs+",Rs 0 ~,WAYANAD,Kerala2016,0
27,Vijayan,CPI(ML) Red Star,0,10th Pass,38,"Rs 1,531 ~ 1 Thou+",Rs 0 ~,WAYANAD,Kerala2016,0
